symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
ALLY,Ally Financial Inc. Common Stock,N,N,,48226,Financial Services,8700.0,Detroit,MI,United States,Credit Services,24.360073,0.030141843,5290542,16.92,17.95,5290542,0.76,6223694,6940701696.0,7228267,17.56,19.1,35.42,6.5724382,,0.040900003,2900.0,18.635,7.236,2.83,,36.115,10140905.0,1.34,373765927.0,40316682240.0,17.95,0.19
ALRS,Alerus Financial Corporation - Common Stock,Q,N,N,58201,Financial Services,789.0,Grand Forks,ND,United States,Banks—Regional,19.698015,0.032222223,23157,18.0,18.03,23157,0.6,21442,314915936.0,24000,17.77,0.0,24.0,19.378948,2.41,0.033299997,800.0,18.41,0.903,0.95,,17.164,44762.0,2.23,12925385.0,165160448.0,18.03,0.15
ALSN,"Allison Transmission Holdings, Inc. Common Stock",N,N,,46222-3271,Consumer Cyclical,3700.0,Indianapolis,IN,United States,Auto Parts,41.212646,0.016406456,817985,37.79,38.67,817985,0.64,676086,4372027392.0,1305564,38.15,38.95,49.73,9.755051,1.66,0.0166,800.0,39.02,2.529,3.96,,6.123,3348230.0,3.39,112149033.0,6727466496.0,38.67,0.17
ALX,"Alexander's, Inc. Common Stock",N,N,,07652,Real Estate,69.0,Paramus,NJ,United States,REIT—Retail,304.2353,0.06934012,14828,259.59,265.3,14828,18.0,29428,1349652480.0,15120,261.95,295.97,394.7,20.312069,4.4,0.069299996,900.0,269.42,8.805,13.01,,46.028,31498.0,2.78,2122079.0,1969485184.0,265.3,4.5
AM,Antero Midstream Corporation Common Stock,N,N,,80202,Energy,547.0,Denver,CO,United States,Oil & Gas Midstream,4.7280884,0.2721239,7095028,4.52,4.58,7095028,1.23,4297273,2206167296.0,9210761,4.46,4.75,13.12,4.495146,,0.286,3000.0,4.715,4.83,1.03,,5.401,34292017.0,3.16,312362199.0,5095515136.0,4.58,0.308
AMAL,Amalgamated Bank - Class A Common Stock,Q,N,N,10001,Financial Services,398.0,New York,NY,United States,Banks—Regional,15.142795,0.01793722,54857,11.15,11.52,54857,0.32,42126,378513664.0,123174,11.44,199999.98,20.0,11.305555,,0.0287,800.0,12.27,0.347,1.08,,15.262,113827.0,1.03,14829923.0,66311172.0,11.52,0.08
AMAT,"Applied Materials, Inc. - Common Stock",Q,N,N,95052,Technology,22700.0,Santa Clara,CA,United States,Semiconductor Equipment & Materials,55.980587,0.015415307,9010714,55.14,55.5907,9010714,0.88,9071585,51689414656.0,10770770,53.315,55.94,69.44,12.965518,1.52,0.0156,800.0,56.44,3.269,4.35,,9.841,21922595.0,2.31,912882670.0,50454769664.0,55.5907,0.22
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",N,N,,66211,Communication Services,3952.0,Leawood,KS,United States,Entertainment,5.8038235,0.12328767,5451685,5.11,5.48,5451685,0.12,7763765,583755200.0,9288812,5.11,0.0,12.49,-5.894737,5.22,0.0235,2200.0,5.65,1.922,-0.95,,11.692,24185611.0,2.11,42492283.0,10515293184.0,5.48,0.03
AMCR,Amcor plc Ordinary Shares,N,N,,8050,Consumer Cyclical,50000.0,Zurich,,Switzerland,Packaging & Containers,9.569118,0.047546785,4944242,9.885,9.94,4944242,0.46,5862271,15523977216.0,9521283,9.72,9.9,11.77,14.499999,,0.0479,3200.0,9.94,1.736,0.68,,3.331,31996545.0,4.83,1566839464.0,20707536896.0,9.94,0.115
AME,"AMETEK, Inc.",N,N,,19312-1177,Industrials,18100.0,Berwyn,PA,United States,Specialty Industrial Machinery,89.34096,0.0067865625,1319985,88.41,90.0,1319985,0.72,1102203,21036619776.0,1984045,89.5,102.69,102.31,21.935408,0.66,0.007900001,900.0,91.83,4.242,4.18,,23.214,2397039.0,1.51,228344586.0,21519282176.0,90.0,0.18
AMG,"Affiliated Managers Group, Inc. Common Stock",N,N,,33401,Financial Services,4000.0,West Palm Beach,FL,United States,Asset Management,74.27486,0.018288327,351957,69.99,72.36,351957,0.97,328182,3422429184.0,680406,71.17,71.94,94.07,5.8854585,,0.0134000005,1000.0,73.32,2.559,12.31,,63.136,2044319.0,3.7,46655534.0,5640564736.0,72.36,0.01
AMGN,Amgen Inc. - Common Stock,Q,N,N,91320-1799,Healthcare,23400.0,Thousand Oaks,CA,United States,Drug Manufacturers—General,225.16507,0.026753597,3317642,222.4,222.32,3317642,6.4,2932075,132243800064.0,3481306,217.465,227.85,244.99,13.224117,2.51,0.028499998,800.0,225.13,6.758,17.0,,16.131,7880846.0,2.67,586935607.0,161968259072.0,222.32,1.6
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,N,N,,91301,Real Estate,1324.0,Agoura Hills,CA,United States,REIT—Residential,25.55294,0.008019246,2325128,24.94,25.53,2325128,0.2,1504449,7436498944.0,3439679,24.47,24.6,29.89,95.03846,0.97,0.0081,800.0,25.53,9.585,0.26,,17.744,7715798.0,2.73,255429478.0,11058756608.0,25.53,0.05
AMNB,"American National Bankshares, Inc. - Common Stock",Q,N,N,24541,Financial Services,355.0,Danville,VA,United States,Banks—Regional,31.370514,0.041864138,19028,25.32,26.39,19028,1.08,23355,298375456.0,31166,25.36,0.0,41.5,14.718919,3.05,0.0427,1000.0,27.49,2.643,1.85,,29.504,50343.0,1.4,10530207.0,255882496.0,26.39,0.27
AMOT,"Allied Motion Technologies, Inc. - Common Stock",Q,N,N,14228,Technology,1700.0,Amherst,NY,United States,Electronic Components,38.235073,0.0033755274,49742,35.55,36.49,49742,0.12,40413,377895232.0,58788,36.14,0.0,49.98,19.705584,0.37,0.0034,1200.0,39.15,1.169,1.97,,12.531,71767.0,1.25,7534347.0,432101664.0,36.49,0.03
AMOV,"America Movil, S.A.B. de C.V. Class A American Depositary Shares",N,N,,11529,Communication Services,189348.0,Mexico City,DF,Mexico,Telecom Services,14.4252205,0.0011895911,3428,13.45,13.19,3428,0.37,8371,43857920000.0,7769,13.19,13.91,17.94,,3.26,0.0273,1100.0,13.51,,,,2.22,6950.0,0.97,1687065074.0,41445715968.0,13.19,0.178
AMP,"Ameriprise Financial, Inc. Common Stock",N,N,,55474,Financial Services,12500.0,Minneapolis,MN,United States,Asset Management,142.63736,0.027706372,919685,140.04,147.18,919685,4.16,945999,17888116736.0,1213114,143.68,148.99,180.85,8.808434,2.52,0.028499998,1100.0,148.5657,0.674,16.6,,54.71,2193194.0,2.23,121894387.0,8598781952.0,147.18,1.04
AMPY,Amplify Energy Corp. Common Stock,N,N,,77002,Energy,230.0,Houston,TX,United States,Oil & Gas E&P,3.8403676,0.4385965,830685,1.14,1.16,830685,0.5,653015,40947376.0,748104,1.05,1.84,7.91,-1.2823529,,0.3731,1400.0,1.16,1.259,-0.85,,1.653,1729010.0,2.1,19952658.0,338040032.0,1.16,0.1
AMRB,American River Bankshares - Common Stock,Q,N,N,95670,Financial Services,99.0,Rancho Cordova,CA,United States,Banks—Regional,12.64272,0.025515212,10514,10.19,10.0,10514,0.28,65791,60367476.0,12300,9.999,0.0,16.43,11.208791,,0.028099999,800.0,10.2,2.106,0.91,,14.812,1841.0,0.61,4314018.0,51806408.0,10.0,0.07
AMSF,"AMERISAFE, Inc. - Common Stock",Q,N,N,70634-6004,Financial Services,431.0,DeRidder,LA,United States,Insurance—Specialty,64.85934,0.016265348,130842,62.71,63.64,130842,1.08,129737,1220516096.0,130132,63.01,0.0,80.65,21.654108,1.31,0.0172,800.0,64.56,3.011,2.92,,22.643,444433.0,3.57,18970795.0,1067036032.0,63.64,0.27
AMSWA,"American Software, Inc. - Class A Common Stock",Q,N,N,30305,Technology,428.0,Atlanta,GA,United States,Software—Application,15.288014,0.024242425,157542,18.15,17.96,157542,0.44,209021,606461504.0,183190,17.69,0.0,19.82,85.63637,3.69,0.0242,800.0,18.9,3.919,0.22,,3.738,652312.0,3.31,27619066.0,440755808.0,17.96,0.11
AMT,American Tower Corporation (REIT) Common Stock,N,N,,02116,Real Estate,5454.0,Boston,MA,United States,REIT—Specialty,230.27786,0.016234167,1986100,243.93,245.61,1986100,4.14,2160568,111717539840.0,2742054,241.83,260.99,260.43,51.64139,1.79,0.0164,1100.0,252.94,17.591,4.88,,8.198,3064886.0,1.18,441599707.0,136504123392.0,245.61,1.08
AMX,"America Movil, S.A.B. de C.V. American Depository Receipt Series L",N,N,,11529,Communication Services,189348.0,Mexico City,DF,Mexico,Telecom Services,14.534559,0.0011949216,2653457,13.39,13.67,2653457,0.36,2077371,44347969536.0,4422674,13.28,0.0,18.04,11.724138,2.13,0.026600001,3000.0,13.67,,1.16,,2.22,5111640.0,0.72,1687065074.0,42072682496.0,13.67,0.178
ANDE,"The Andersons, Inc. - Common Stock",Q,N,N,43537,Consumer Defensive,2247.0,Maumee,OH,United States,Food Distribution,20.076471,0.053265944,489042,12.86,13.18,489042,0.7,397239,462902976.0,287435,13.03,0.0,28.82,11.256,2.04,0.0581,800.0,14.18,0.272,1.25,,27.794,803658.0,3.92,29865124.0,2188585728.0,13.18,0.175
ANF,Abercrombie & Fitch Company Common Stock,N,N,,43054,Consumer Cyclical,8000.0,New Albany,OH,United States,Apparel Retail,13.971691,0.06319115,3097471,12.66,13.2,3097471,0.8,5030589,803849984.0,3070538,12.3,13.5,19.18,18.380283,4.63,0.061300002,800.0,13.34,0.487,0.71,,16.864,10308294.0,4.31,56561447.0,1763262336.0,13.2,0.2
ANH,Anworth Mortgage Asset Corporation Common Stock,N,N,,90401,Real Estate,,Santa Monica,CA,United States,REIT—Mortgage,2.7100735,0.21472393,1020928,1.63,1.67,1020928,0.2,1308197,163253136.0,1748648,1.55,1.65,3.95,6.875,12.91,0.122700006,4000.0,1.68,-16.376,0.24,,2.723,1530814.0,0.83,90230533.0,3407154944.0,1.67,0.05
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,N,N,,AB10 1YG,Financial Services,,Aberdeen,,United Kingdom,Asset Management,7.987794,0.09465021,302228,7.29,7.35,302228,0.69,396225,781243712.0,601435,7.3,7.73,9.29,,8.42,0.0947,1000.0,7.425,9.528,,,9.559,143228.0,0.29,,762899520.0,7.35,0.058
AON,Aon plc Class A Ordinary Shares (Ireland),N,N,,EC3V 4AN,Financial Services,50000.0,London,,United Kingdom,Insurance Brokers,198.17294,0.0090228645,1217528,195.06,198.38,1217528,1.76,1360703,45699366912.0,1983459,195.97,197.53,238.19,17.531916,1.05,0.0089,900.0,200.15,4.732,11.28,,13.714,11083844.0,7.41,228875415.0,52471611392.0,198.38,0.44
AOS,A.O. Smith Corporation Common Stock,N,N,,53224-9508,Industrials,15100.0,Milwaukee,WI,United States,Specialty Industrial Machinery,43.582645,0.020521972,1465857,44.83,45.43,1465857,0.96,2116153,7607419392.0,2274925,45.37,51.0,52.61,20.797356,1.28,0.020299999,1800.0,47.31,2.449,2.27,,10.03,9106658.0,5.69,132125433.0,7056976896.0,45.43,0.24
APA,Apache Corporation Common Stock,N,N,,77056,Energy,3163.0,Houston,TX,United States,Oil & Gas E&P,18.866838,0.060975607,16230857,12.71,12.97,16230857,0.1,16023393,4748018688.0,23308127,11.93,12.48,33.77,-9.05036,2.97,0.007900001,800.0,13.01,2.544,-1.39,,-3.301,45029034.0,1.32,376014460.0,14974341120.0,12.97,0.025
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,N,N,,53202,Financial Services,440.0,Milwaukee,WI,United States,Asset Management,28.762426,0.08583981,415314,29.59,30.14,415314,2.54,377214,2399364864.0,627883,29.89,0.0,38.09,12.774058,7.83,0.0858,1300.0,30.56,2.378,2.39,,1.745,979326.0,1.93,50350627.0,1937441792.0,30.14,0.61
APD,"Air Products and Chemicals, Inc. Common Stock",N,N,,18195,Basic Materials,17000.0,Allentown,PA,United States,Chemicals,227.58,0.020269135,891642,237.8,240.25,891642,5.36,1010005,51936264192.0,1466406,232.405,234.92,257.01,23.874111,2.35,0.0228,1000.0,240.65,5.944,9.85,,51.49,2348609.0,1.67,220079447.0,53369643008.0,240.25,1.34
APOG,"Apogee Enterprises, Inc. - Common Stock",Q,N,N,55435,Industrials,7200.0,Minneapolis,MN,United States,Building Products & Equipment,28.285515,0.034444444,429485,20.7,21.32,429485,0.75,391093,579572992.0,369203,20.98,0.0,46.7,8.007273,1.38,0.036199998,1100.0,22.07,0.583,2.75,,19.543,788106.0,2.08,25389255.0,808356928.0,21.32,0.188
APTS,"Preferred Apartment Communities, Inc. Common Stock",N,N,,30327,Real Estate,,Atlanta,GA,United States,REIT—Residential,10.399926,0.13392857,510700,7.84,8.04,510700,0.7,632521,358316576.0,672656,7.36,7.89,16.4,-2.057377,6.52,0.08930001,1000.0,8.12,6.278,-3.66,,37.395,1962682.0,3.38,46909200.0,3043157504.0,8.04,0.263
AQN,Algonquin Power & Utilities Corp. Common Shares,N,N,,L6J 2X1,Utilities,2469.0,Oakville,ON,Canada,Utilities—Renewable,14.151323,0.041018184,494614,13.75,13.88,494614,0.62,391282,7174183936.0,1000182,13.52,16.55,16.85,,4.47,0.045100003,1300.0,13.88,7.583,,,6.677,2960392.0,2.37,525201676.0,12227607552.0,13.88,0.141
ARC,"ARC Document Solutions, Inc. Common Stock",N,N,,94583,Industrials,2300.0,San Ramon,CA,United States,Specialty Business Services,1.059853,0.021741493,88671,0.9199,0.95,88671,0.04,43058,40864924.0,129877,0.9232,0.0,2.17,5.222778,,0.0494,1400.0,0.95,0.467,0.18,,3.241,190484.0,2.41,31803896.0,174632816.0,0.95,0.01
ARCB,ArcBest Corporation - Common Stock,Q,N,N,72916,Industrials,13000.0,Fort Smith,AR,United States,Trucking,23.399559,0.014585231,185528,21.94,22.61,185528,0.32,201107,576742848.0,247927,22.295,0.0,32.46,10.057269,1.13,0.0146,800.0,23.52,0.21,2.27,,30.053,848298.0,3.81,24413146.0,625248128.0,22.61,0.08
ARCC,Ares Capital Corporation - Closed End Fund,Q,N,N,10167,Financial Services,,New York,NY,United States,Asset Management,16.10103,0.104336485,2385500,15.335,15.74,2385500,1.6,2077201,6537962496.0,5322524,15.03,16.0,19.33,8.994186,9.5,0.1043,1000.0,15.82,8.974,1.72,,15.563,5679501.0,1.26,,13676682240.0,15.74,0.4
ARCO,Arcos Dorados Holdings Inc. Class A Shares,N,N,,11300,Consumer Cyclical,,Montevideo,,Uruguay,Restaurants,5.9852943,0.028871391,1071485,3.81,4.0,1071485,0.14,1001289,816280000.0,1149459,3.87,4.03,8.41,12.5,,0.040700004,800.0,4.16,0.768,0.32,,1.279,374216.0,0.32,123384821.0,2186271232.0,4.0,0.05
ARD,Ardagh Group S.A. Common Shares,N,N,,2134,Consumer Cyclical,16000.0,Luxembourg City,,Luxembourg,Packaging & Containers,16.421103,0.048020218,119457,11.87,12.48,119457,0.6,119525,2900137216.0,127391,11.92,14.99,21.54,8.462069,,0.0512,3000.0,12.48,1.285,1.45,,-0.668,171764.0,1.22,18402678.0,8537181184.0,12.48,0.14
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",N,N,,90067,Financial Services,,Los Angeles,CA,United States,Asset Management,13.41103,,101057,11.28,11.31,101057,1.17,110856,258938368.0,183238,11.23,16.4,15.91,,,0.104499996,3000.0,11.3658,,,,,46896.0,0.51,,,11.31,0.098
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",N,N,,91101,Real Estate,439.0,Pasadena,CA,United States,REIT—Office,154.77228,0.026973158,722257,150.52,152.17,722257,4.12,767093,19112232960.0,1022812,147.27,155.88,175.74,49.172077,2.91,0.0272,800.0,153.33,17.337,3.08,,74.985,4995957.0,5.78,124467234.0,28055986176.0,152.17,1.03
ARES,Ares Management Corporation Class A Common Stock,N,N,,90067,Financial Services,1200.0,Los Angeles,CA,United States,Asset Management,34.04838,0.03708754,746128,36.67,37.72,746128,1.6,815988,4919564288.0,1075108,35.815,42.0,41.88,17.194443,4.96,0.0436,1800.0,37.94,10.645,2.16,,4.531,6245377.0,6.35,102782520.0,13855852544.0,37.72,0.4
ARGO,"Argo Group International Holdings, Ltd.",N,N,,HM 08,Financial Services,1447.0,Pembroke,,Bermuda,Insurance—Property & Casualty,51.928604,0.03792049,395942,32.7,33.26,395942,1.24,753207,1196978688.0,318709,32.91,199999.98,76.47,9.735211,1.61,0.0359,800.0,34.68,0.501,3.55,,47.372,321947.0,1.1,30400328.0,951182144.0,33.26,0.31
ARI,"Apollo Commercial Real Estate Finance, Inc",N,N,,10019,Real Estate,,New York,NY,United States,REIT—Mortgage,14.020294,0.20843092,1865185,8.54,8.82,1865185,1.6,2033765,1338260096.0,2889833,8.49,11.28,19.76,8.285714,10.71,0.1874,1200.0,9.0,71.39,1.05,,15.616,4896213.0,1.92,142615254.0,5199817728.0,8.82,0.4
ARKR,Ark Restaurants Corp. - Common Stock,Q,N,N,10003,Consumer Cyclical,1328.0,New York,NY,United States,Restaurants,17.323235,0.08006405,5628,12.49,12.65,5628,1.0,4479,43061192.0,6130,12.0,19.99,23.6,,4.6,0.0801,1300.0,12.7499,0.733,,,12.15,13197.0,1.88,1931380.0,121194408.0,12.65,0.25
ARMK,Aramark Common Stock,N,N,,19103,Consumer Cyclical,280000.0,Philadelphia,PA,United States,Restaurants,34.52022,0.016105417,5041957,27.32,28.5,5041957,0.44,4659912,7022724608.0,4746461,27.07,0.0,47.22,14.479167,1.13,0.015800001,800.0,29.75,0.872,1.92,,12.548,14588724.0,3.51,249751218.0,13906959360.0,28.5,0.11
AROC,"Archrock, Inc. Common Stock",N,N,,77024,Energy,1700.0,Houston,TX,United States,Oil & Gas Equipment & Services,6.914853,0.090909086,1553700,6.38,6.49,1553700,0.58,2202326,1033779776.0,1541596,6.39,7.04,11.43,13.52,5.36,0.090900004,1300.0,6.78,2.624,0.5,,6.536,3783672.0,2.72,128188445.0,2568694784.0,6.49,0.145
AROW,Arrow Financial Corporation - Common Stock,Q,N,N,12801,Financial Services,520.0,Glens Falls,NY,United States,Banks—Regional,32.13809,0.03605634,32900,28.4,29.19,32900,1.04,48303,460598944.0,41100,29.0539,0.0,38.31,12.970465,3.09,0.0366,800.0,31.63,3.589,2.37,,20.651,50804.0,1.3,14486366.0,412431872.0,29.19,0.26
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,N,N,19702,Utilities,239.0,Newark,DE,United States,Utilities—Regulated Water,36.28625,0.028699683,30242,34.53,35.28,30242,1.0,33378,324749120.0,31229,34.61,40.0,39.6,21.574074,2.82,0.028900001,1000.0,35.28,5.779,1.62,,17.454,32447.0,1.21,8293564.0,486070592.0,35.28,0.25
ASB,Associated Banc-Corp Common Stock,N,N,,54301,Financial Services,4631.0,Green Bay,WI,United States,Banks—Regional,17.516985,0.04901961,1163914,14.28,15.07,1163914,0.72,1443025,2369652992.0,1722817,14.56,17.75,22.6,11.422222,2.49,0.0504,1400.0,15.445,4.759,1.35,,23.388,2991643.0,1.87,148171891.0,5505690112.0,15.07,0.18
ASC,Ardmore Shipping Corporation Common Stock,N,N,,HM08,Industrials,48.0,Pembroke,,Bermuda,Marine Shipping,6.4893384,0.008077544,632528,6.19,6.5,632528,0.05,730414,205001344.0,507258,5.75,6.14,9.79,7.7125,,0.0093,1400.0,6.54,2.388,0.8,,9.982,365152.0,0.68,33156426.0,556337920.0,6.5,0.05
ASH,Ashland Global Holdings Inc. Common Stock,N,N,,41011,Basic Materials,4700.0,Covington,KY,United States,Chemicals,67.33912,0.016417911,495028,67.0,68.31,495028,1.1,488385,4134585856.0,642822,67.235,0.0,81.82,21.108025,1.43,0.0164,1400.0,69.36,2.328,3.24,,49.342,1542657.0,2.73,54507165.0,5571597312.0,68.31,0.275
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",N,N,,05120,Industrials,1555.0,Mexico City,DF,Mexico,Airports & Air Services,150.89699,0.0032592025,123200,104.32,106.25,123200,5.21,147476,3087090432.0,103180,103.32,104.3,210.38,14.583216,2.28,0.0499,900.0,106.27,,7.15,,45.84,158417.0,1.4,16876500.0,3179399936.0,106.25,5.253
ASRV,AmeriServ Financial Inc. - Common Stock,Q,N,N,15907-0430,Financial Services,306.0,Johnstown,PA,United States,Banks—Regional,3.64875,0.032894738,12771,3.04,2.77,12771,0.1,11439,51301236.0,28645,2.85,0.0,4.3,,1.64,0.0337,1100.0,3.0298,2.589,,,5.917,151865.0,9.45,15363993.0,127284984.0,2.77,0.025
ASTE,"Astec Industries, Inc. - Common Stock",Q,N,N,37421,Industrials,3753.0,Chattanooga,TN,United States,Farm & Heavy Construction Machinery,39.100735,0.010630587,147785,41.39,42.29,147785,0.44,130483,975028928.0,173285,41.765,50.0,46.37,35.677685,0.93,0.0106,4000.0,43.22,0.784,1.21,,27.108,953946.0,6.11,22172268.0,887511808.0,42.29,0.11
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N,N,,811,Technology,96296.0,Kaohsiung,,Taiwan,Semiconductors,4.6899266,0.07114428,1477257,4.02,4.06,1477257,0.16,1464387,8646013952.0,956498,3.895,4.1,5.7,10.410256,4.01,0.039300002,1800.0,4.07,,0.39,,3.052,458054.0,0.93,1079327151.0,9823882240.0,4.06,0.159526
ATAX,"America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests",Q,N,N,68154,Financial Services,,Omaha,NE,United States,Mortgage Finance,6.6169853,0.105932206,335071,4.72,4.75,335071,0.43,464068,304542368.0,359312,4.7,7.89,8.18,7.9841275,8.33,0.0922,1000.0,5.03,27.082,0.63,,5.382,182071.0,0.73,59462656.0,886131072.0,4.75,0.125
ATHM,"Autohome Inc. American Depositary Shares, each representing one class A ordinary share.",N,N,,100080,Communication Services,4198.0,Beijing,,China,Internet Content & Information,76.83706,,603028,76.57,76.63,603028,0.77,218839,9159402496.0,585872,75.29,0.0,100.1,16.058455,,0.010299999,800.0,77.58,,4.79,,12.96,3659534.0,7.51,57252341.0,9605961728.0,76.63,0.77
ATLO,Ames National Corporation - Common Stock,Q,N,N,50010,Financial Services,285.0,Ames,IA,United States,Banks—Regional,24.240074,0.048841894,13071,19.86,20.11,13071,1.0,18749,190847936.0,21959,19.97,20.99,29.3,,3.19,0.0504,900.0,20.93,1.066,,,20.514,40484.0,1.69,8971401.0,56633928.0,20.11,0.25
ATNI,"ATN International, Inc. - Common Stock",Q,N,N,01915,Communication Services,1700.0,Beverly,MA,United States,Telecom Services,57.436764,0.01164583,37285,58.39,59.69,37285,0.68,37947,982032448.0,68711,59.26,199999.98,79.64,-6145.0,1.53,0.0116,900.0,61.96,2.322,-0.01,,42.204,234216.0,2.71,10872020.0,1036218688.0,59.69,0.17
ATO,Atmos Energy Corporation Common Stock,N,N,,75240,Utilities,4776.0,Dallas,TX,United States,Utilities—Regulated Gas,106.84125,0.022540985,765200,97.6,99.43,765200,2.3,754377,12130904064.0,1102929,97.06,98.87,121.08,19.756971,2.19,0.023599999,900.0,99.61,5.874,5.02,,51.545,4701124.0,5.55,120906154.0,16344445952.0,99.43,0.575
ATR,"AptarGroup, Inc. Common Stock",N,N,,60014,Consumer Cyclical,14000.0,Crystal Lake,IL,United States,Packaging & Containers,108.34478,0.013144683,239014,109.55,111.07,239014,1.44,274253,7224224768.0,422851,110.35,112.19,126.2,27.858912,1.45,0.013099999,800.0,112.65,2.785,4.04,,24.724,873607.0,2.15,63750928.0,7901804032.0,111.07,0.36
ATVI,"Activision Blizzard, Inc - Common Stock",Q,N,N,90405,Communication Services,9080.0,Santa Monica,CA,United States,Electronic Gaming & Multimedia,60.764557,0.0058571426,8537771,70.0,69.29,8537771,0.41,13218568,54049521664.0,9622716,66.592,69.79,75.97,24.787987,0.63,0.0058,800.0,70.29,8.222,2.83,,16.903,14725889.0,1.74,762033230.0,53048307712.0,69.29,0.41
